trajectory_id timestamp_ns q_x q_y q_z q_w x y z v_x v_y v_z
1 1403636582963555584.000000 0.583225027 0.557563996 0.421556149 -0.413837378 -0.409799635 -1.911492109 0.509045124 0.034614526 0.004142623 0.497813642
1 1403636583113555456.000000 0.576492332 0.550796544 0.432919482 -0.420547875 -0.405920625 -1.912500501 0.550777018 0.027178150 -0.004172551 0.039321065
1 1403636583213555456.000000 0.575637095 0.552664257 0.435453613 -0.416634530 -0.404110968 -1.913012266 0.536901057 0.001341695 0.000868360 -0.298599124
1 1403636583363555584.000000 0.576497569 0.557348001 0.430936480 -0.413893015 -0.402328134 -1.911972523 0.466482997 0.025816927 0.001743915 -0.606218159
1 1403636583513555456.000000 0.576752648 0.564738007 0.423090637 -0.411608623 -0.398112804 -1.913156152 0.365073919 0.035873283 -0.021450529 -0.721040010
1 1403636583663555584.000000 0.582845245 0.573758457 0.412810912 -0.400848869 -0.394622982 -1.916473985 0.255420625 -0.004539147 -0.036448091 -0.720007002
2 1403636584363555584.000000 0.581201121 0.610045568 0.370032824 -0.391312337 -0.003181234 -0.127086937 0.044373378 0.006433277 0.072435848 0.678088188
2 1403636584563555584.000000 0.575579078 0.602373054 0.388931686 -0.393176177 -0.001670696 -0.110833585 0.192470297 0.005046899 0.084742740 0.773703277
2 1403636584663555584.000000 0.572112136 0.590733130 0.402761687 -0.401876915 -0.001559362 -0.103516914 0.268617451 0.000963826 0.054910269 0.735789597
2 1403636584813555456.000000 0.564612878 0.574138793 0.424020295 -0.414468061 -0.002135299 -0.099718951 0.366535455 -0.012388057 -0.003065698 0.548476577
2 1403636584963555584.000000 0.563578131 0.563449310 0.429481855 -0.424793904 -0.004741304 -0.101802431 0.422350854 -0.007291511 -0.004676946 0.160170227
2 1403636585113555456.000000 0.568621308 0.562100738 0.427939384 -0.421402949 -0.005076252 -0.100687690 0.412424207 0.001525490 0.013841964 -0.276297778
2 1403636585213555456.000000 0.573370319 0.562399286 0.427461273 -0.415006447 -0.003267735 -0.099082023 0.374357581 0.032788858 0.019169422 -0.469355971
2 1403636585363555584.000000 0.573824084 0.569627552 0.430495987 -0.401152847 0.003641862 -0.096256986 0.294840991 0.045684651 0.008940421 -0.567953229
2 1403636585513555456.000000 0.573944627 0.580785159 0.421805644 -0.394152422 0.008947447 -0.098483309 0.211282179 0.028876126 -0.048058473 -0.527415395
2 1403636585663555584.000000 0.574424739 0.595539844 0.399476594 -0.394698464 0.011621106 -0.113483384 0.143701121 0.007848728 -0.126214176 -0.342101455
3 1403636586163555584.000000 0.599115601 0.642463884 0.317922696 -0.356687333 0.064618573 0.008722587 0.022271397 -0.045550846 -0.074191056 0.079404615
3 1403636586313555456.000000 0.613408528 0.647319768 0.300741868 -0.338025698 0.059288148 -0.006194146 0.030819193 -0.012772693 -0.122157015 0.044919956
3 1403636586463555584.000000 0.625974009 0.654054379 0.280812970 -0.318611825 0.061598446 -0.026338214 0.035093669 0.045005899 -0.144523785 0.037165597
3 1403636586613555456.000000 0.629256981 0.662167767 0.267890063 -0.306274964 0.072314307 -0.040741943 0.042482145 0.095384158 -0.037122805 0.061658990
3 1403636586713555456.000000 0.628719933 0.661501941 0.268349341 -0.308407330 0.083455861 -0.040875338 0.048187599 0.105836175 0.021843012 0.045387633
3 1403636586863555584.000000 0.623427554 0.659735576 0.272298079 -0.319281779 0.097879417 -0.033305146 0.051934436 0.050551154 0.051838547 -0.008624143
3 1403636587013555456.000000 0.615445119 0.663455246 0.275041606 -0.324663715 0.101005904 -0.023421343 0.050722666 0.013308631 0.071662001 -0.004517500
3 1403636587163555584.000000 0.612578399 0.669077508 0.271921465 -0.321156921 0.106555581 -0.011990223 0.050476380 0.075141139 0.079718761 -0.006090370
3 1403636587313555456.000000 0.614247414 0.669282511 0.269848551 -0.319284779 0.126239359 0.002386502 0.049274690 0.215905756 0.117454328 -0.003462278
3 1403636587463555584.000000 0.618468288 0.667554041 0.265640598 -0.318282490 0.170311704 0.021804692 0.049253382 0.366637677 0.131252617 0.004769296
4 1403636587613555456.000000 0.686594013 0.597450861 0.299721073 -0.286021817 0.065769412 -0.001245465 0.020505887 0.457570910 0.038942568 0.046563812
4 1403636587663555584.000000 0.687795246 0.595099945 0.300920322 -0.286776462 0.089078322 0.000648173 0.022750117 0.475071788 0.048885673 0.042846076
4 1403636587813555456.000000 0.692135426 0.583908855 0.308921952 -0.290802782 0.160421073 0.005696452 0.027968731 0.468855292 0.033398777 0.015659813
4 1403636587963555584.000000 0.699291146 0.578043584 0.310209229 -0.283950291 0.227722675 0.006834327 0.025199745 0.426744729 -0.002696775 -0.044782437
4 1403636588113555456.000000 0.708630899 0.575705337 0.304448944 -0.271507829 0.282916009 0.005950468 0.016396463 0.295961291 -0.004109067 -0.067793004
4 1403636588213555456.000000 0.708964826 0.576569579 0.303260254 -0.270128999 0.307722956 0.005892575 0.010165853 0.198589861 -0.002892121 -0.053483598
4 1403636588363555584.000000 0.706994788 0.576174043 0.303286871 -0.276041512 0.325614035 0.006293802 0.004676998 0.035153121 -0.002554511 -0.020175178
4 1403636588513555456.000000 0.707417693 0.574566400 0.304650681 -0.276806233 0.319808006 0.003574365 0.003637483 -0.112995550 -0.025323093 0.025371809
4 1403636588663555584.000000 0.706673160 0.574827831 0.305990915 -0.276686799 0.290459812 -0.000525864 0.010523619 -0.274412185 -0.038033716 0.041080777
4 1403636588813555456.000000 0.704879994 0.579209015 0.301418363 -0.277142807 0.239358872 -0.006747896 0.012969821 -0.394640207 -0.036339622 -0.000445482
5 1403636589863555584.000000 0.611187024 0.673710331 0.258903777 -0.324859437 0.064427026 0.014548816 0.019625247 -0.445931822 -0.113035738 -0.076161824
5 1403636589913555456.000000 0.610446687 0.675770241 0.255572812 -0.324610579 0.043249983 0.009620621 0.015345156 -0.391249508 -0.100303091 -0.079697907
5 1403636590013555456.000000 0.606580272 0.679574549 0.249080422 -0.328934266 0.010005008 0.002554837 0.009498539 -0.279460728 -0.064151734 -0.022754202
5 1403636590163555584.000000 0.599625654 0.680148345 0.249511832 -0.339987011 -0.021440871 -0.004122684 0.009100278 -0.114835277 -0.030851614 0.009911251
5 1403636590313555456.000000 0.597262693 0.681261722 0.251253463 -0.340633853 -0.022523165 -0.006991949 0.012458814 0.090495929 -0.011099898 0.026468346
5 1403636590463555584.000000 0.600918794 0.679256012 0.256467172 -0.334264068 0.005714275 -0.008120991 0.017518722 0.291529834 0.013784897 0.043491747
5 1403636590613555456.000000 0.602813966 0.675653102 0.265027770 -0.331464212 0.059882954 -0.004607407 0.025427436 0.411876619 0.043924760 0.046865530
5 1403636590713555456.000000 0.605339815 0.673441661 0.268575698 -0.328492178 0.103828013 0.000411708 0.029652331 0.476045996 0.065252945 0.021595014
5 1403636590863555584.000000 0.611386368 0.671675970 0.262940342 -0.325454276 0.180479795 0.013173390 0.027269457 0.541355252 0.102926545 -0.029294105
5 1403636591013555456.000000 0.613516420 0.671769237 0.258363367 -0.324918595 0.263461858 0.030761063 0.022411665 0.540071428 0.131699279 -0.031655628
6 1403636591713555456.000000 0.668506783 0.599043115 0.316697218 -0.306510878 0.065574825 -0.000717378 0.021144433 0.118846901 0.128684863 -0.037825033
6 1403636591813555456.000000 0.665203216 0.588741361 0.336781377 -0.312196445 0.075659111 0.009830516 0.020727305 0.085736692 0.116460934 0.008413051
6 1403636591963555584.000000 0.668395821 0.574542542 0.351780554 -0.315275016 0.087511361 0.024514318 0.021947265 0.102074228 0.127849028 0.001076370
6 1403636592113555456.000000 0.683538361 0.564534747 0.348226458 -0.304654173 0.110799618 0.051869594 0.020160086 0.185636550 0.246029660 -0.016600486
6 1403636592213555456.000000 0.692816594 0.559935080 0.344179441 -0.296678892 0.129582480 0.078560822 0.018182922 0.182261422 0.298029244 -0.014783128
6 1403636592363555584.000000 0.699288162 0.561050341 0.334095480 -0.290858732 0.148694307 0.129879072 0.016122829 0.048251871 0.380265743 -0.009558695
6 1403636592513555456.000000 0.692022092 0.569985091 0.326178110 -0.299716947 0.141442925 0.193584636 0.017075079 -0.139896289 0.434087545 0.027183717
6 1403636592663555584.000000 0.671089806 0.585070863 0.326438847 -0.317440121 0.107620537 0.258940309 0.018957587 -0.321629882 0.392530173 -0.000701288
6 1403636592813555456.000000 0.649879607 0.606638635 0.314150979 -0.333099454 0.042991653 0.311822563 0.018856892 -0.556058586 0.233372748 -0.010044216
6 1403636592963555584.000000 0.628193180 0.632740963 0.288625390 -0.348866164 -0.056904778 0.331678689 0.013177978 -0.756757796 -0.048295557 -0.032052916
7 1403636596213555456.000000 0.632649987 0.637691161 0.297777728 -0.323160029 0.065183215 0.006992023 0.021211322 -0.030746598 -0.434090197 0.092872545
7 1403636596263555584.000000 0.635393713 0.634768802 0.298249692 -0.323095449 0.059677191 -0.015866086 0.026271278 -0.180959806 -0.454544514 0.114027113
7 1403636596363555584.000000 0.638177806 0.629439233 0.300231090 -0.326184891 0.030985624 -0.065682322 0.038183078 -0.378724754 -0.539183199 0.137074381
7 1403636596513555456.000000 0.631276583 0.630784406 0.307682816 -0.330048827 -0.032465853 -0.147104695 0.059604727 -0.415080011 -0.495084465 0.130992591
7 1403636596663555584.000000 0.626598928 0.634780327 0.309136909 -0.329942633 -0.086679131 -0.205974922 0.074048586 -0.288598448 -0.273581922 0.051865581
7 1403636596813555456.000000 0.622098283 0.638510627 0.310504424 -0.329977182 -0.113617964 -0.217595086 0.076147780 -0.065575972 0.142191872 -0.028976843
7 1403636596963555584.000000 0.615638240 0.640645748 0.319387910 -0.329475372 -0.110619403 -0.162734896 0.070956454 0.091725670 0.567321420 -0.041321971
7 1403636597113555456.000000 0.618441944 0.646663522 0.310775390 -0.320584597 -0.094411202 -0.057941139 0.064032279 0.109510064 0.795650005 -0.039018024
7 1403636597213555456.000000 0.613950877 0.655872380 0.301033481 -0.319804001 -0.083459489 0.026859796 0.063079447 0.101507939 0.862092853 0.039041709
7 1403636597363555584.000000 0.596864979 0.669651390 0.294656114 -0.329388850 -0.076101176 0.157381892 0.074077480 -0.003638863 0.838290632 0.079055704
8 1403636598063555584.000000 0.609164846 0.639590686 0.314655383 -0.347611763 0.064798422 0.007894067 0.022056915 -0.167944610 -0.542108536 -0.085987158
8 1403636598113555456.000000 0.611329001 0.641058152 0.310547262 -0.344792302 0.057344139 -0.019498052 0.017393902 -0.125295490 -0.550986826 -0.088158317
8 1403636598213555456.000000 0.618763437 0.645329713 0.300792007 -0.331972142 0.051389281 -0.071402967 0.006134592 -0.013774887 -0.485267550 -0.149883553
8 1403636598363555584.000000 0.627112003 0.650096990 0.294895753 -0.311674449 0.059125196 -0.125360578 -0.021202108 0.117729470 -0.183052540 -0.198582366
8 1403636598513555456.000000 0.628463309 0.648317643 0.300763552 -0.307016965 0.082207210 -0.123445004 -0.049399674 0.174332619 0.206594616 -0.162016854
8 1403636598663555584.000000 0.616855163 0.646674329 0.308630792 -0.325651772 0.109135374 -0.073895715 -0.072263658 0.182407543 0.416386932 -0.162460297
8 1403636598813555456.000000 0.599033596 0.642407409 0.318040783 -0.356821453 0.133307636 -0.009843412 -0.104331776 0.148488626 0.406324446 -0.249475747
8 1403636598963555584.000000 0.586719518 0.632194195 0.334494877 -0.379741870 0.154686600 0.044646718 -0.145881176 0.122592576 0.316443712 -0.293724805
8 1403636599113555456.000000 0.575727866 0.623418814 0.345566276 -0.400587574 0.168291897 0.082618862 -0.183240652 0.060592093 0.196929023 -0.173545524
8 1403636599213555456.000000 0.564459964 0.612817196 0.359523520 -0.420217662 0.172700703 0.099275969 -0.195977867 0.030527344 0.174523085 -0.099836506
9 1403636625263555584.000000 0.553489891 0.614769900 0.383544402 -0.410610042 0.064090297 0.004845406 0.024831749 -0.014392098 -0.070799142 0.349214047
9 1403636625313555456.000000 0.552103689 0.613007585 0.385806002 -0.412985295 0.063513793 0.002063031 0.039801210 -0.008532322 -0.035848871 0.238172427
9 1403636625463555584.000000 0.553040392 0.614217028 0.381337867 -0.414083565 0.065100081 0.001057629 0.045890935 0.008288365 0.008477824 -0.093693890
9 1403636625613555456.000000 0.552542090 0.616562284 0.379590454 -0.412867142 0.063408799 0.008297182 0.033343658 -0.022979084 0.086313747 0.003928630
9 1403636625713555456.000000 0.549883267 0.615484433 0.381746978 -0.416024723 0.059287112 0.020171989 0.044703037 -0.057720348 0.114754528 0.230217025
9 1403636625863555584.000000 0.543832627 0.609753623 0.388779982 -0.425789460 0.048402242 0.044417165 0.101678297 -0.086332329 0.187817410 0.498988122
9 1403636626013555456.000000 0.541449005 0.606430420 0.391289402 -0.431239695 0.034557223 0.071894094 0.185510650 -0.097288527 0.175423905 0.557800174
9 1403636626163555584.000000 0.546307786 0.600999467 0.383567576 -0.439571793 0.020964682 0.095348366 0.262070298 -0.076633461 0.141925097 0.487809181
9 1403636626313555456.000000 0.549286233 0.598104671 0.378525916 -0.444154865 0.015495405 0.114031665 0.317226589 -0.006913020 0.113671929 0.239721641
9 1403636626463555584.000000 0.545787517 0.600439997 0.382648741 -0.441777987 0.018571991 0.130585894 0.334813684 0.049241561 0.109787419 0.036581200
10 1403636626613555456.000000 0.553029027 0.580942608 0.408412204 -0.435733881 0.064927563 0.000358081 0.023063887 0.095485911 0.033868682 0.029743975
10 1403636626863555584.000000 0.551720442 0.588242164 0.405838165 -0.429966302 0.091298789 -0.006952484 0.010511318 0.115091555 -0.084711872 -0.126020283
10 1403636627013555456.000000 0.555653147 0.595015001 0.398866297 -0.422033634 0.108866327 -0.021280531 -0.011402167 0.114067659 -0.114517100 -0.160933971
10 1403636627163555584.000000 0.558603707 0.598444402 0.394270634 -0.417584563 0.124511592 -0.036376324 -0.023884883 0.097416140 -0.081297062 0.029551473
10 1403636627313555456.000000 0.554248633 0.594598583 0.399447452 -0.423913519 0.138373345 -0.047081109 -0.008059284 0.089329958 -0.055305194 0.178342253
10 1403636627463555584.000000 0.554863474 0.591665597 0.399051439 -0.427570154 0.152055115 -0.059787415 0.030855712 0.100709505 -0.082768992 0.333327949
10 1403636627613555456.000000 0.563383730 0.586215955 0.399748136 -0.423262287 0.169863254 -0.075783469 0.064520657 0.128190249 -0.095983110 0.082488030
10 1403636627713555456.000000 0.571557577 0.584606153 0.399162778 -0.415001950 0.182555586 -0.086508647 0.062559873 0.139976889 -0.104239233 -0.104870521
10 1403636627863555584.000000 0.588307722 0.581780822 0.398486847 -0.395769318 0.205178440 -0.099232286 0.042542186 0.173527911 -0.049177513 -0.132616282
10 1403636628013555456.000000 0.598856952 0.577726640 0.400381264 -0.383793052 0.231686488 -0.100726128 0.031513482 0.183913574 0.055990744 0.004854933
11 1403636628713555456.000000 0.563871113 0.584538192 0.393834477 -0.430416945 0.101743624 -0.220066920 0.071539752 0.107265249 0.069764130 0.019113895
11 1403636629063555584.000000 0.579687670 0.587255789 0.398772450 -0.400091720 0.148887485 -0.203232750 0.073407032 0.140965909 0.006318739 0.119724587
11 1403636629163555584.000000 0.583741251 0.584019440 0.401841156 -0.395842321 0.163235635 -0.201808795 0.085446939 0.151877984 0.029124875 0.093959741
11 1403636629313555456.000000 0.591420584 0.572283882 0.410116413 -0.393086948 0.185346946 -0.193877384 0.095891774 0.146605074 0.072862595 0.038965560
11 1403636629463555584.000000 0.598828070 0.557111740 0.415279544 -0.398213886 0.206778169 -0.181210130 0.097691208 0.158385843 0.088342406 -0.014707896
11 1403636629613555456.000000 0.613498402 0.542139649 0.420478334 -0.391027115 0.231671631 -0.168386787 0.090892673 0.186238199 0.078855813 -0.074749686
11 1403636629713555456.000000 0.626848423 0.535298612 0.423470868 -0.375750986 0.251045018 -0.159876049 0.081473902 0.203216672 0.086119689 -0.107910626
11 1403636629863555584.000000 0.646876453 0.519322644 0.432217037 -0.353614609 0.283928335 -0.144023791 0.061246730 0.224220470 0.130763546 -0.156959668
11 1403636630013555456.000000 0.660972563 0.502763358 0.441872741 -0.339253235 0.317529231 -0.123271614 0.043942470 0.211995706 0.128901705 -0.062969849
11 1403636630163555584.000000 0.662467755 0.487894354 0.456587178 -0.338561254 0.350188792 -0.098772138 0.042941507 0.217894867 0.175430015 0.047194295
12 1403636630863555584.000000 0.559453580 0.599577925 0.393424751 -0.415614049 0.071066618 -0.064830892 0.047228754 0.056350794 0.121040255 0.053951081
12 1403636631063555584.000000 0.559087110 0.599452461 0.389216564 -0.420224761 0.081931017 -0.039598584 0.049392376 0.046619985 0.132634416 -0.013171148
12 1403636631163555584.000000 0.557565002 0.598369339 0.390401038 -0.422684719 0.087037444 -0.026481293 0.048045866 0.041756656 0.127894714 -0.016298817
12 1403636631313555456.000000 0.555480484 0.597695911 0.391423637 -0.425427563 0.094312578 -0.007313491 0.047179960 0.049539603 0.126016513 -0.005303685
12 1403636631463555584.000000 0.554237168 0.598898000 0.391546826 -0.425245205 0.101716191 0.011954070 0.042928483 0.050179016 0.127265871 -0.049058102
12 1403636631613555456.000000 0.551555173 0.600959991 0.393224224 -0.424274212 0.108801588 0.030015968 0.034365077 0.039550792 0.118543267 -0.053612199
12 1403636631713555456.000000 0.550389987 0.602478755 0.393050616 -0.423794124 0.113092944 0.042339347 0.029663362 0.049202006 0.101455562 -0.032345142
12 1403636631863555584.000000 0.548911059 0.604381785 0.393372636 -0.422702390 0.119329810 0.058687609 0.028426101 0.039480004 0.134769857 0.012297305
12 1403636632013555456.000000 0.548624906 0.605897425 0.393252207 -0.421012767 0.124720499 0.077161402 0.030189348 0.028883979 0.130035907 0.008775764
12 1403636632163555584.000000 0.545115309 0.605422507 0.399272811 -0.420587828 0.127838910 0.094013527 0.032290347 0.011089489 0.098240368 0.005184430
13 1403636632863555584.000000 0.570207854 0.598876044 0.381052474 -0.413532880 0.135223448 -2.018500566 0.505726159 0.100320585 0.590468526 -0.012757355
13 1403636633113555456.000000 0.528343901 0.627981455 0.377389531 -0.429032672 0.161816686 -1.864622951 0.516541779 0.097042538 0.622144699 0.035904340
13 1403636633213555456.000000 0.520944786 0.634136825 0.373701958 -0.432242879 0.170808718 -1.802361131 0.516858459 0.082434192 0.619374514 -0.045599803
13 1403636633363555584.000000 0.519923730 0.638522701 0.364085533 -0.435212310 0.181570351 -1.709156752 0.503948033 0.068362094 0.622688532 -0.128354400
13 1403636633513555456.000000 0.523988477 0.639360367 0.356842654 -0.435106583 0.190416247 -1.613545775 0.479097158 0.058976937 0.657670856 -0.196990862
13 1403636633663555584.000000 0.528721971 0.639456209 0.354572057 -0.431077133 0.199187785 -1.510828137 0.451186359 0.058623474 0.724074185 -0.137715548
13 1403636633813555456.000000 0.531898992 0.635987248 0.356337175 -0.430845139 0.208091617 -1.398824930 0.436746895 0.056775909 0.771140695 -0.044476502
13 1403636633963555584.000000 0.537633000 0.628123857 0.354348794 -0.436861752 0.216510832 -1.278831840 0.435133487 0.057776082 0.819218874 -0.016284129
13 1403636634113555456.000000 0.541328098 0.623577621 0.353102180 -0.439810940 0.228187710 -1.153248072 0.429145515 0.091826983 0.858022034 -0.022264438
13 1403636634213555456.000000 0.539824337 0.626871595 0.354054214 -0.436196428 0.239411220 -1.065917492 0.429865092 0.120019287 0.899489105 0.050770972
14 1403636634913555456.000000 0.550365288 0.602934675 0.398158346 -0.418375093 -0.120250426 -0.408479363 0.175505087 0.180080205 0.530630410 0.060178287
14 1403636635013555456.000000 0.547135531 0.608343186 0.394635432 -0.418119751 -0.103372604 -0.354558527 0.184385672 0.154994950 0.532396913 0.103015244
14 1403636635163555584.000000 0.544355414 0.614122058 0.390313077 -0.417357028 -0.081673570 -0.274807066 0.194089875 0.134862036 0.529153824 0.016693894
14 1403636635313555456.000000 0.545653861 0.616025429 0.383508398 -0.419160849 -0.063292719 -0.194885090 0.190073162 0.106879868 0.538608909 -0.063421555
14 1403636635463555584.000000 0.548949848 0.614957669 0.377000500 -0.422317007 -0.047109149 -0.112533450 0.184191883 0.109097414 0.584675968 -0.000190108
14 1403636635613555456.000000 0.551247703 0.612727962 0.374179164 -0.425065050 -0.030508943 -0.027864847 0.191274464 0.125793993 0.553371668 0.071419843
14 1403636635713555456.000000 0.551522984 0.610633594 0.375272418 -0.426754682 -0.017567657 0.028655557 0.200780287 0.135050952 0.590354085 0.122910842
14 1403636635863555584.000000 0.552912135 0.601498083 0.375490032 -0.437601919 0.004019529 0.119809195 0.228580743 0.166044891 0.604041696 0.227847606
14 1403636636013555456.000000 0.558826117 0.603965262 0.369065933 -0.432122206 0.033648610 0.211113691 0.264385521 0.230385050 0.612404704 0.229806960
14 1403636636163555584.000000 0.555265866 0.611324978 0.375254649 -0.420886604 0.070047431 0.305831194 0.294327766 0.250686973 0.649475813 0.225394726
15 1403636636863555584.000000 0.504155342 0.620575344 0.418924244 -0.430367364 -0.164418161 1.046413541 -0.484503448 0.127730533 0.559657514 0.010964034
15 1403636637013555456.000000 0.513154491 0.619246883 0.403935749 -0.435937698 -0.152300194 1.122965574 -0.491869956 0.043934677 0.463827670 -0.091987997
15 1403636637163555584.000000 0.521547804 0.618223038 0.389796441 -0.440280419 -0.147660032 1.187261462 -0.511177003 0.024233170 0.399386168 -0.159702778
15 1403636637313555456.000000 0.525543203 0.622541409 0.382287427 -0.436007895 -0.145198271 1.245692492 -0.532608330 0.005655196 0.417509556 -0.088125877
15 1403636637463555584.000000 0.525939533 0.625804150 0.379324740 -0.433439009 -0.147048771 1.312390447 -0.534469128 -0.021843787 0.440136552 0.068486288
15 1403636637613555456.000000 0.526847994 0.626716306 0.375702033 -0.434172554 -0.150672957 1.374729633 -0.521546900 -0.027733918 0.390427470 0.119190902
15 1403636637713555456.000000 0.526622084 0.627070679 0.374908065 -0.434620957 -0.153609559 1.415776849 -0.504949152 -0.036700636 0.448705137 0.206289381
15 1403636637863555584.000000 0.523496849 0.625841522 0.377515280 -0.437899042 -0.159562483 1.483756542 -0.467995554 -0.048307545 0.459107876 0.300541699
15 1403636638013555456.000000 0.520593458 0.623428354 0.380289608 -0.442379227 -0.167181939 1.552206516 -0.430698723 -0.048072673 0.444106787 0.127704456
15 1403636638163555584.000000 0.518320808 0.621158042 0.382217301 -0.446560213 -0.174767107 1.618282557 -0.429561138 -0.054877374 0.424318045 -0.076341368
16 1403636638863555584.000000 0.579759113 0.589355308 0.391937638 -0.403639232 -0.497466713 -0.949129045 0.533185601 0.169036150 0.663636029 0.147135094
16 1403636638963555584.000000 0.578805816 0.585480139 0.392455693 -0.410091927 -0.479845762 -0.881951153 0.550179958 0.183722392 0.691552699 0.192547292
16 1403636639113555456.000000 0.584543227 0.577971067 0.383355558 -0.421066736 -0.449788392 -0.774773240 0.574554026 0.227426484 0.725731730 0.088583730
16 1403636639213555456.000000 0.587915616 0.575028204 0.378278513 -0.424974296 -0.424505472 -0.701440752 0.575266182 0.278532267 0.745715678 -0.076182760
16 1403636639363555584.000000 0.584666875 0.579796725 0.383182173 -0.418535389 -0.375424773 -0.588076293 0.550900459 0.368507743 0.768046677 -0.212645009
16 1403636639513555456.000000 0.576182718 0.588154849 0.395249883 -0.407265223 -0.316831410 -0.471286416 0.514506102 0.407366216 0.789343715 -0.267882735
16 1403636639663555584.000000 0.566476790 0.592089847 0.407903182 -0.402676939 -0.257676303 -0.352791756 0.471180826 0.369691104 0.802619100 -0.274316132
16 1403636639813555456.000000 0.564725731 0.585543369 0.409724938 -0.412733965 -0.204294130 -0.237032160 0.434552610 0.345864743 0.757216573 -0.183687940
16 1403636639963555584.000000 0.565662293 0.582417267 0.407389083 -0.418151147 -0.153987810 -0.127620503 0.413584232 0.338646650 0.703752518 -0.100612581
16 1403636640113555456.000000 0.559506815 0.587358309 0.406916944 -0.419977322 -0.105005823 -0.020794146 0.410455912 0.319814801 0.712467790 0.053396527
17 1403636640813555456.000000 0.545486126 0.605857984 0.395983119 -0.422585257 0.092257604 -0.508985221 0.215941414 0.147774383 0.246094286 -0.060165491
17 1403636641013555456.000000 0.545358642 0.608004043 0.394675972 -0.420886970 0.119863167 -0.460459530 0.217278123 0.125294700 0.216066599 0.039276697
17 1403636641163555584.000000 0.545464085 0.606894227 0.395686697 -0.421402764 0.137010172 -0.427269280 0.218151152 0.108487576 0.221641049 -0.032517683
17 1403636641313555456.000000 0.547728113 0.603411206 0.394123755 -0.424917893 0.151781678 -0.394886374 0.209320530 0.098061301 0.209260866 -0.087020174
17 1403636641463555584.000000 0.552033496 0.599397363 0.388979740 -0.429740078 0.166640282 -0.364142746 0.192430541 0.114495493 0.206046030 -0.115374424
17 1403636641613555456.000000 0.549728581 0.601128958 0.392937418 -0.426664593 0.184469551 -0.338832051 0.176415160 0.124462269 0.162222072 -0.067673050
17 1403636641713555456.000000 0.548313448 0.601900128 0.395162321 -0.425341335 0.196827114 -0.324417830 0.171956912 0.126716167 0.146151900 0.001580682
17 1403636641863555584.000000 0.547648519 0.601809340 0.396567036 -0.425018967 0.213960409 -0.304035693 0.177749336 0.106115796 0.154113829 0.059643365
17 1403636642013555456.000000 0.552226218 0.596391767 0.400386960 -0.423146900 0.230240703 -0.281175852 0.192581624 0.114971571 0.142816335 0.123386964
17 1403636642163555584.000000 0.559082375 0.588380823 0.407480962 -0.418561976 0.246818423 -0.259321153 0.209554493 0.104363844 0.139009133 0.067202345
18 1403636642863555584.000000 0.554178467 0.603119419 0.390579014 -0.420215630 0.012676917 -1.455903888 0.674577117 0.097214632 0.145938814 -0.038012639
18 1403636643163555584.000000 0.551615306 0.598254499 0.393972655 -0.427314522 0.043253437 -1.410163879 0.685424447 0.112524994 0.163145453 0.022921693
